Scope,Node Name,Affinity,RFP App Name,Instance,Entity Type,Phy Loc,Target Region,Consuming Customer,Current Region,CPU,Avg CPU Load,Peak CPU Load,CPU Speed (MHz),Processing Type,Mem (MB),Avg % Mem Used,Peak Mem Used,Storage Type,Alloc Size (GB),Used Size (GB),Platform,OS Ver,DB Rel/Ver,Operational Backups Policy,Resilliency / DR Classification,Current State Services,DB Instance Count,Shared Env App Count,Other Software,Validated Server,Encryption,SOX Critical,External Access
Primary,GADC-HCTRAC01,HCTRA,-,,Physical,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.15,1,"2,700", -   ,16384,0.49,11.4,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,GADC-HCTRAC02,HCTRA,-,,Physical,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.05,0.28,"2,700", -   ,32768,0.47,18,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,SG-IPPF001,Hikiate support system,Hikiate support system,,Virtual,HP KEPPEL DIGIHUB DATA CENTRE,AP,N/A,AP,2,0,0,"2,700", AIS Core Std ,8192,0,0,Economy,460786,235440,WINDOWS,6.0.6002,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,ADLG8218,HoneyPot,HoneyPot,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,GBS-CONSUMER SERVICES,NA,4,0.25,0.46,"2,599", AIS Core Std ,7867,0.17,1.67,Standard Plus,457,85,LINUX,Red Hat release 6.5,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDHN9104,HP Exstream (Shipping Documents Printing),HP Exstream (Shipping Documents Printing),HP Exstream (Shipping Documents Printing)::HPXT 9.0::HPXT 9.0 PROD,Physical,BLUE ASH DATA CENTER-BDC,NA,GBS-PTW,NA,4,0,0,"1,730", Small ,32644,0,0,Standard,39111,16312,UNIX,B.11.31,,In Region Backup,Y,Prod,,0,,N,Y,0,
Primary,BDC-EXTRA085,HS&E WBT (Web-based Training),HS&E WBT (Web-based Training),HS&E WBT (Web-based Training)::HS&E WBT - Release 0.0::HS&E WBT 0.0 - Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,2,0.25,1,"2,700", AIS Core Std ,16384,0.61,12.65,Economy,870386,727118,WINDOWS,6.0.6002,,Minimal,N,Prod,,0,,N,Y,0,DMZ IP
Primary,BDC-EXTRA051,IAM - Directory Services,Directory Services (Wirekey),,Virtual,BLUE ASH DATA CENTER-BDC,NA,CF-IT,NA,2,0,0,"2,700", VMWare ,2048,0,0,Standard,73734,22843,WINDOWS,5.2.3790,,Minimal,N,QA,,0,,Y,Y,0,DMZ IP
Primary,BDC-INTRA098,IAM - Directory Services,Directory Services (Master Directory Server),,Virtual,BLUE ASH DATA CENTER-BDC,NA,CF-IT,NA,4,0,0,"2,700", VMWare ,4096,0,0,Standard,160475,81237,WINDOWS,5.2.3790,,In Region Backup,N,Utility-Prod,,0,,Y,Y,0,
Primary,BDC-INTRA275,IAM - Directory Services,Directory Services,,Virtual,BLUE ASH DATA CENTER-BDC,NA,CF-IT,NA,4,0,0,"2,699", VMWare ,2048,0,0,Standard,68604,37754,WINDOWS,5.2.3790,,In Region Backup,0,QA,,0,,Y,Y,0,
Primary,BDC-IAMDEVDB01,IAM - Identity Management,itAccess,itAccess::itAccess v6.2::itAccess v6.2 - PROD-SSRS,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.03,0.83,"2,700", AIS Core Std ,32768,0.96,31.87,Economy,409581,139973,WINDOWS,6.0.6002,SQL 2012 SP3 (11.0.6020.0),In Region Backup,0,Dev,1,0,,N,Y,N,
Primary,BDC-IAMDEVSP01,IAM - Identity Management,itAccess,itAccess::itAccess v6.4::itAccess - DEV,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.07,1,"2,700", AIS Core Std ,32768,0.7,28.93,Economy,102390,60275,WINDOWS,6.2.9200,,In Region Backup,0,Dev,,0,,N,Y,0,
Primary,BDC-IAMDEVSP02,IAM - Identity Management,itAccess,itAccess::itAccess v6.2::itAccess v6.2 - PROD-SSRS,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.06,0.97,"2,700", AIS Core Std ,32768,0.5,17.57,Economy,102390,60203,WINDOWS,6.2.9200,,In Region Backup,0,Dev,,0,,N,Y,0,
Primary,BDC-IAMDEVSP03,IAM - Identity Management,0,,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.07,0.91,"2,400", AIS Core Std ,32768,0.47,21.03,Economy,137730,33678,WINDOWS,6.2.9200,,In Region Backup,0,Dev,,0,,N,Y,0,
Primary,BDC-SMPROXYD01,IAM - Identity Management,itAccess,itAccess::itAccess v6.2::itAccess v6.2 - PROD-SSRS,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,700", AIS Core Std ,8192,0,0,Economy,92148,32229,WINDOWS,6.1.7601,,In Region Backup,0,Dev,,0,,N,Y,0,DMZ IP
Primary,GADC-IAMPOCDB01,IAM - Identity Management,IT Access,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,CF-IT,NA,8,0.05,0.86,"2,700", VMWare ,32768,0.29,11.84,Standard Plus,409581,54982,WINDOWS,6.0.6002,SQL 2014 SP2 (12.0.5532.0),In Region Backup,0,Dev,1,0,,N,Y,N,
Primary,GADC-ITA001,IAM - Identity Management,IT Analytics,IT Analytics::8.0::Production,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,16,0.12,0.4,"2,400", AIS Core Std ,65536,0.17,18.03,Economy,40956,1,WINDOWS,6.3.9600,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-ITASQL001,IAM - Identity Management,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,16,0.05,0.76,"2,400", AIS Core Std ,65536,0.32,29.84,Economy,40956,1,WINDOWS,6.3.9600,SQL 2014 SP2 (12.0.5000.0),In Region Backup,0,Prod,1,0,,N,Y,N,
Primary,BDC-IBADEV002,IBA (Intelligent Business Alerts),IBA (Intelligent Business Alerts),IBA (Intelligent Business Alerts)::IBA v1.0::IBA (Dev/QA),Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.1,1,"2,700", AIS Core Std ,65536,0.24,20.55,Economy,102389,65745,WINDOWS,6.0.6002,,Secondary Region Backup,0,Dev,,0,,N,Y,0,
Primary,BDC-IBAWM002,IBA (Intelligent Business Alerts),IBA (Intelligent Business Alerts),IBA (Intelligent Business Alerts)::IBA v1.0::IBA (Dev/QA),Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,16,0.01,1,"2,700", AIS Core Std ,131072,0.24,52.82,Standard,511989,74597,WINDOWS,6.0.6002,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GSDC-IBAPROD001,IBA (Intelligent Business Alerts),IBA (Intelligent Business Alerts),IBA (Intelligent Business Alerts)::IBA v1.0::IBA (Prod),Virtual,SUWANEE DATA CENTER,NA,N/A,NA,16,0.05,1,"2,699", AIS Core Std ,65536,0.33,45.64,Economy,511989,54602,WINDOWS,6.0.6002,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GSDC-IBAREAP01,IBA (Intelligent Business Alerts),IBA (Intelligent Business Alerts),IBA (Intelligent Business Alerts)::IBA v2.0::IBA (Prod) v2.0,Virtual,SUWANEE DATA CENTER,NA,N/A,NA,16,0.05,1,"2,700", AIS Core Std ,65536,0.21,18.95,Standard Plus,0,0,WINDOWS,6.0.6002,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-INTRA1046,IBP,iBP Analytics,iBP Analytics::iBP Analytics US/PR - Release 7.8.5::iBP Analytics Release 7.8.5 - ProdFix,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,400", AIS Core Std ,8192,0,0,Economy,139965,74742,WINDOWS,5.2.3790,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-INTRA1052,IBP,iBP US/PR,iBP US/PR::iBP US/PR Release 8.2::iBP US/PR Release 8.2 - SIT/UAT,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0,0,"2,700", AIS Core Std ,16376,0,0,Economy,139965,90473,WINDOWS,5.2.3790,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-INTRA1053,IBP,iBP US/PR,iBP US/PR::iBP US/PR Release 8.2::iBP US/PR Release 8.2 - SIT/UAT,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0,0,"2,700", AIS Core Std ,8182,0,0,Economy,139965,50085,WINDOWS,5.2.3790,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-INTRA1064,IBP,iBP US/PR,iBP US/PR::iBP US/PR Release 8.2::iBP US/PR Release 8.2 - Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,700", AIS Core Std ,4096,0,0,Standard,139965,46582,WINDOWS,5.2.3790,,In Region Backup,Y,Prod,,0,,N,Y,0,
Primary,BDC-INTRA1065,IBP,iBP US/PR,iBP US/PR::iBP US/PR Release 8.2::iBP US/PR Release 8.2 - Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,700", AIS Core Std ,16374,0,0,Standard,191180,84093,WINDOWS,5.2.3790,,In Region Backup,Y,Prod,,0,,N,Y,0,
Primary,BDC-INTRA1066,IBP,iBP US/PR,iBP US/PR::iBP US/PR Release 8.2::iBP US/PR Release 8.2 - Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,700", AIS Core Std ,8182,0,0,Standard,139965,60223,WINDOWS,5.2.3790,,In Region Backup,Y,Prod,,0,,N,Y,0,
Primary,BDC-INTRA1067,IBP,iBP Analytics,iBP Analytics::iBP Analytics US/PR - Release 7.8.5::iBP Analytics Release 7.8.5 - Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,700", AIS Core Std ,4096,0,0,Economy,135170,54377,WINDOWS,5.2.3790,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,BDC-INTRA368,IBP,iBP US/PR,iBP US/PR::iBP US/PR Release 8.2::iBP US/PR Release 8.2 - Dev,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,700", AIS Core Std ,8184,0,0,Economy,145375,94069,WINDOWS,5.2.3790,,In Region Backup,N,QA,,0,,N,Y,0,
Primary,BDC-INTRA457,IBP,iBP Analytics,iBP Analytics::iBP Analytics US/PR - Release 7.8.5::iBP Analytics Release 7.8.5 - SIT/UAT,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,700", AIS Core Std ,8192,0,0,Economy,253294,110515,WINDOWS,5.2.3790,,In Region Backup,Y,Dev,,0,,N,Y,0,
Primary,BDC-INTRA477,IBP,iBP US/PR,iBP US/PR::iBP US/PR Release 8.2::iBP US/PR Release 8.2 - ProdFix,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,400", AIS Core Std ,8192,0,0,Economy,0,0,WINDOWS,5.2.3790,,In Region Backup,N,QA,,0,,N,Y,0,
Primary,BDC-INTRA600,IBP,IBP,iBP Analytics US/PR - generic instance,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,5,0,0,"2,700", AIS Core Std ,8192,0,0,Standard,201718,42293,WINDOWS,5.2.3790,,In Region Backup,Y,Prod,,0,,N,Y,0,
Primary,BDC-INTRA601,IBP,IBP,iBP Analytics US/PR - generic instance,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,700", AIS Core Std ,4096,0,0,Economy,139955,96759,WINDOWS,5.2.3790,,In Region Backup,N,Prod,,0,,N,Y,0,
Primary,GADC-ICSDEV001,ICS,-,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.03,0.85,"2,700", -   ,32768,0.34,12.86,Standard,0,0,WINDOWS,windows_2012_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,GADC-ICSPRD001,ICS,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,8,0.14,1,"2,400", AIS Core Std ,32768,0.57,21.98,Economy,404468,54368,WINDOWS,6.2.9200,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-ICSQA001,ICS,-,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,1,0.03,1,"2,700", -   ,33554.43,0.22,7.62,Standard,0,0,WINDOWS,,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,WYN-ICSDEV002,ICS,-,,Virtual,HP WYNYARD DATA CENTRE,NA,0,,4,0.01,0.38,"2,700", -   ,32768,0.33,12.1,Standard,0,0,WINDOWS,windows_2012_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,WYN-ICSPRD002,ICS,-,,Virtual,HP WYNYARD DATA CENTRE,NA,0,,4,0.04,0.72,"2,700", -   ,32768,0.34,16.38,Standard,0,0,WINDOWS,windows_2012_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,WYN-ICSQA002,ICS,-,,Virtual,HP WYNYARD DATA CENTRE,NA,0,,4,0.02,0.66,"2,700", -   ,32768,0.38,16.1,Standard,0,0,WINDOWS,windows_2012_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,BDC-IDASH001,iDashboards,iDashboards,,Virtual,BLUE ASH DATA CENTER-BDC,NA,CF-HR,NA,1,0.14,1,"2,700", AIS Core Std ,4096,0.47,2.67,Economy,71670,36784,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-LCCS601,iNet Sharepoint,iNet Sharepoint,iNet Sharepoint::iNet Sharepoint - Release 0.0::iNet Sharepoint 0.0 - Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.01,0.65,"2,400", AIS Core Std ,12288,0.21,4.27,Economy,2201574,1071517,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-INFOS001,INFO,0,,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.07,1,"2,700", AIS Core Std ,32768,0.13,28.14,Standard,174068,138022,WINDOWS,6.1.7601,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,BRU-PAC002,Install Only,Install Only,,Physical,BRUSSELS INNOVATION CENTER,EU,N/A,EMEA,4,0,0,"3,400", Customer supplied ,3584,0,0,Standard,208375,27338,WINDOWS,Version 5.2.3790,,Secondary Region Backup,N,Install Only,,0,,N,Y,0,
Primary,GADC-INTRA671,Instore O2,Instore O2,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,4,0.12,0.97,"2,400", AIS Core Std ,8192,0.37,4.04,Economy,260850,50247,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-INTRA967,Instore O2,Instore O2,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,4,0.07,0.67,"2,400", AIS Core Std ,8192,0.68,6.07,Economy,0,0,WINDOWS,6.2.9200,SQL 2014 SP2 (12.0.5000.0),In Region Backup,0,Prod,1,0,,N,Y,N,
Primary,BDC-EXTRA106,InStore O2 - Morocco,InStore O2 - Morocco,InStore O2 - Morocco::InStore O2 - Morocco 4.4.26::InStore O2 - Morocco (PROD),Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,700", AIS Core Std ,16384,0,0,Economy,226506,55393,WINDOWS,6.3.9600,,In Region Backup,N,QA,,0,,N,Y,0,DMZ IP
Primary,BDC-EXTRA194,InStore O2 - Morocco,InStore O2 - Morocco,InStore O2 - Morocco::InStore O2 - Morocco 4.4.26::InStore O2 - Morocco (PROD),Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.1,0.94,"2,700", AIS Core Std ,16384,0.21,4.34,Economy,291330,23657,WINDOWS,6.3.9600,,In Region Backup,N,Prod,,0,,N,Y,0,DMZ IP
Primary,BDC-TSSSTEST1,Int - Tibco,"TSSS (Tibco Spotfire Statistics Services, R and TERR)","TSSS (Tibco Spotfire Statistics Services, R and TERR)::TSSS (Tibco Spotfire Statistics Services, R and TERR) v1.0::TSSS (Tibco Spotfire Statistics Services, R and TERR)",Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.1,0.86,"2,700", AIS Core Adv ,16384,0.5,11.44,Economy,92022,51408,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDHP4299,Int - Tibco,Tibco-BW,Tibco-BW::TIBCO-BW v6.0::TIBCO-BW (Sandbox),Physical,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,2,0,0,"2,700", Small ,6140,0,0,Standard,70470,22468,UNIX,B.11.31,,Minimal,N,Dev,,0,,N,Y,0,
Primary,GSDC-TSSSPROD1,Int - Tibco,"TSSS (Tibco Spotfire Statistics Services, R and TERR)","TSSS (Tibco Spotfire Statistics Services, R and TERR)::TSSS (Tibco Spotfire Statistics Services, R and TERR) v1.0::Statistical Server R/TERR (PRODUCTION)",Virtual,SUWANEE DATA CENTER,NA,N/A,NA,8,0.15,1,"2,700", AIS Core Std ,16384,0.33,9.69,Standard Plus,92149,36808,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GSDC-TSSSPROD2,Int - Tibco,"TSSS (Tibco Spotfire Statistics Services, R and TERR)","TSSS (Tibco Spotfire Statistics Services, R and TERR)::TSSS (Tibco Spotfire Statistics Services, R and TERR) v1.0::TSSS (Tibco Spotfire Statistics Services, R and TERR)",Virtual,SUWANEE DATA CENTER,NA,N/A,NA,8,0.04,1,"2,700", AIS Core Std ,16384,0.35,8.05,Standard Plus,92022,30324,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,SILG8116,Int - Tibco,Tibco-BW,Tibco-BW::TIBCO-BW v6.0::TIBCO-BW (Sandbox),Virtual,HP KEPPEL DIGIHUB DATA CENTRE,AP,N/A,AP,2,0.06,0.9,"2,700", AIS Core Std ,7872,0.72,5.87,Economy,165698,18932,LINUX,Red Hat release 6.4,,In Region Backup,0,Test,,0,,N,Y,0,
Primary,SILG8118,Int - Tibco,0,,Virtual,KDH-HP SINGAPORE DATACENTRE,AP,N/A,AP,4,0.24,0.55,"2,700", AIS Core Std ,15950,0.14,2.37,Standard,2042315,212380,LINUX,Red Hat release 6.5,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-INTRA1235,INTRA,0,,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.09,1,"2,700", AIS Core Std ,8192,0.67,7.23,Standard,143350,101830,WINDOWS,6.2.9200,,In Region Backup,0,QA,,0,,N,Y,0,
Primary,BDC-INTRA1236,INTRA,-,,Virtual,BLUE ASH DATA CENTER-BDC,NA,0,,2,0.08,1,"2,700", -   ,8192,0.4,4.53,Standard,0,0,WINDOWS,windows_2012_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,BDC-INTRA1237,INTRA,0,,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,400", AIS Core Std ,4096,0,0,Economy,291330,50931,WINDOWS,6.3.9600,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-INTRA1238,INTRA,0,,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0,0,"2,400", AIS Core Std ,4096,0,0,Economy,193026,20514,WINDOWS,6.3.9600,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-INTRA2011,INTRA,IIS8,,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.05,0.67,"2,399", VMWare ,8192,0.3,2.7,Standard,122870,76078,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,18,IIS IIS8,N,Y,0,
Primary,BDC-INTRA2014,INTRA,IIS8,,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.02,1,"2,400", VMWare ,8192,0.29,4.03,Standard,122870,45993,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,18,IIS IIS8,N,Y,0,
Primary,GADC-INETDBQ01,INTRA,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,EU,N/A,EMEA,4,0.09,1,"2,400", AIS Core Std ,12288,0.85,11.43,Standard Plus,2227172,1108287,WINDOWS,6.2.9200,SQL 2014 SP2 (12.0.5000.0),In Region Backup,0,Prod,2,2,IIS IIS8,N,Y,N,
Primary,GADC-INTRA1010,INTRA,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,2,0.16,1,"2,400", AIS Core Std ,4096,0.52,2.69,Standard Plus,242178,184389,WINDOWS,6.2.9200,,In Region Backup,0,Dev,,0,,N,Y,0,
Primary,GADC-INTRA2017,INTRA,-,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,0,,4,0.08,0.65,"2,700", -   ,16384,0.19,4.23,Standard,0,0,WINDOWS,windows_2012_server_standard_edition_x64,,In Region Backup,0,OBRU,,20,IIS IIS8,N,Y,0,
Primary,GADC-INTRA945,INTRA,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,GBU-BFF-BABY,NA,2,0.06,0.79,"2,400", AIS Core Std ,4096,0.5,2.47,Economy,122869,31514,WINDOWS,6.2.9200,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,GADC-INTRA965,INTRA,0,,Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,GBU-BFF-BABY,NA,4,0.05,0.89,"2,400", AIS Core Std ,4096,0.57,2.77,Economy,450548,346426,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,GSDC-INTRA007,INTRA,-,,Virtual,SUWANEE DATA CENTER,NA,0,,4,0.06,1,"2,700", -   ,16384,0.62,13.02,Standard,0,0,WINDOWS,windows_2012_r2_server_standard_edition_x64,,In Region Backup,0,AIS,,0,,N,Y,0,
Primary,NBDC-INTRA484,INTRA,0,,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,2,0.05,0.91,"2,400", AIS Core Std ,8192,0.27,2.72,Economy,266230,37032,WINDOWS,6.2.9200,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-INXPO001,INXPO,INXPO,INXPO::INXPO v0.0::INXPO (Prod),Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.04,0.7,"2,700", AIS Core Std ,24576,0.12,5.56,Standard,593904,42702,WINDOWS,6.1.7601,,Secondary Region Backup,0,Prod,,0,,N,Y,0,
Primary,SG-INXPO001,INXPO,INXPO,INXPO::INXPO v0.0::INXPO (Prod),Virtual,HP KEPPEL DIGIHUB DATA CENTRE,AP,N/A,AP,7,0,0,"2,700", AIS Core Std ,24576,0,0,Standard,491504,30955,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,WYN-INXPO001,INXPO,INXPO,INXPO::INXPO v0.0::INXPO (Prod),Virtual,HP WYNYARD DATA CENTRE,EU,N/A,EMEA,6,0,0,"2,700", AIS Core Std ,24576,0,0,Standard,493904,27749,WINDOWS,6.1.7601,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-EXTRA101,Iowa City eBOS,Iowa City eBOS,Iowa City eBOS::eBOS Release 0.0::eBOS Iowa City R 0.0 Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,Feminine Care,NA,2,0.21,1,"2,700", AIS Core Std ,16384,0.38,10.29,Standard,0,0,WINDOWS,6.0.6002,,In Region Backup,N,Prod,,0,,N,Y,0,DMZ IP
Primary,ADLG3872,IPaaS-Boomi,IPaaS-Boomi,IPaaS-Boomi::IPaaS-Boomi v0.0::IPaaS-Boomi (QA),Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,4,0.09,0.7,"2,700", AIS Core Std ,15887,0.56,10.46,Standard Plus,223156,67141,LINUX,Red Hat release 7.1,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,ADLG3873,IPaaS-Boomi,IPaaS-Boomi,IPaaS-Boomi::IPaaS-Boomi v0.0::IPaaS-Boomi (QA),Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,4,0.23,0.81,"2,699", AIS Core Std ,15887,0.4,7.06,Standard Plus,223153,58316,LINUX,Red Hat release 7.1,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,ADLG5729,IPaaS-Boomi,IPaaS-Boomi,IPaaS-Boomi::IPaaS-Boomi v0.0::IPaaS-Boomi (PROD),Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,4,0.28,0.81,"2,297", AIS Core Std ,15887,0.5,8.66,Standard Plus,414727,241889,LINUX,Red Hat release 7.1,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,ADLG5730,IPaaS-Boomi,IPaaS-Boomi,IPaaS-Boomi::IPaaS-Boomi v0.0::IPaaS-Boomi (PROD),Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,4,0.04,0.75,"2,297", AIS Core Std ,15887,0.36,7.61,Standard Plus,227253,74641,LINUX,Red Hat release 7.1,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,ADLG8224,IPaaS-Boomi,IPaaS-Boomi,IPaaS-Boomi::IPaaS-Boomi v0.0::IPaaS-Boomi (DEV),Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,8,0.15,0.9,"1,999", AIS Core Std ,15946,0.43,11.92,Standard Plus,126825,24502,LINUX,Red Hat release 6.5,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,ADLG8226,IPaaS-Boomi,IPaaS-Boomi,IPaaS-Boomi::IPaaS-Boomi v0.0::IPaaS-Boomi (QA),Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,8,0.28,0.99,"1,999", AIS Core Std ,15946,0.24,3.79,Standard Plus,126825,15459,LINUX,Red Hat release 6.5,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,ADLG8227,IPaaS-Boomi,IPaaS-Boomi,IPaaS-Boomi::IPaaS-Boomi v0.0::IPaaS-Boomi (PROD),Virtual,ALPHARETTA - ALPHARETTA NGDC - BT567,NA,N/A,NA,8,0.13,0.38,"2,000", AIS Core Std ,15946,0.16,2.62,Standard Plus,126825,5908,LINUX,Red Hat release 6.5,,In Region Backup,0,Prod,,0,,N,Y,0,
Primary,BDC-IPMANP001,IPManager,IPManager,IPManager::IPManager Release 3.4.1::IPManager R.3.4.1 Production,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,8,0.05,1,"2,700", AIS Core Std ,32768,0.62,21.44,Economy,0,0,WINDOWS,6.1.7601,SQL 2012 SP3 (11.0.6020.0),In Region Backup,0,Prod,1,0,,N,Y,N,
Primary,BDC-IPMANQ001,IPManager,IPManager,IPManager::IPManager Release 3.4.1::IPManager R.3.4.1 QA,Virtual,BLUE ASH DATA CENTER-BDC,NA,N/A,NA,4,0.1,0.85,"2,700", AIS Core Std ,16384,0.31,6.48,Economy,0,0,WINDOWS,6.1.7601,SQL 2012 SP3 (11.0.6020.0),In Region Backup,0,QA,1,0,,N,Y,N,
